tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,director
tt0082263,movie,The Devil and Max Devlin,1981,96,"Comedy,Family,Fantasy",5.1,1100,nm0827854,Steven Hilliard Stern
tt0082269,movie,Diva,1981,117,Thriller,7.2,11244,nm0000894,Jean-Jacques Beineix
tt0082279,movie,The Dorm That Dripped Blood,1982,88,"Horror,Thriller",5,1686,nm0139461,Stephen Carpenter
tt0082288,movie,Dragonslayer,1981,108,"Action,Adventure,Fantasy",6.7,14075,nm0730422,Matthew Robbins
tt0082307,movie,The Beyond,1981,87,Horror,6.8,18839,nm0002086,Lucio Fulci
tt0082329,movie,Endless Love,1981,116,"Drama,Romance",4.9,6738,nm0001874,Franco Zeffirelli
tt0082332,movie,Enter the Ninja,1981,99,"Action,Crime,Drama",5.2,3912,nm0324875,Menahem Golan
tt0082334,movie,The Entity,1982,125,"Drama,Horror",6.6,13866,nm0002089,Sidney J. Furie
tt0082338,movie,Turkey Shoot,1982,93,"Drama,Horror,Sci-Fi",5.9,2854,nm0872062,Brian Trenchard-Smith
tt0082340,movie,Escape from New York,1981,99,"Action,Adventure,Sci-Fi",7.2,117172,nm0000118,John Carpenter
tt0082346,movie,Evilspeak,1981,97,Horror,5.7,3087,nm0922949,Eric Weston
tt0082348,movie,Excalibur,1981,140,"Adventure,Drama,Fantasy",7.4,55035,nm0000958,John Boorman
tt0082350,movie,An Eye for an Eye,1981,106,"Action,Adventure,Crime",5.5,3337,nm0142587,Steve Carver
tt0082351,movie,Eye of the Needle,1981,112,"Romance,Thriller,War",7.1,8923,nm0549658,Richard Marquand
tt0082352,movie,Eyes of a Stranger,1981,84,"Horror,Thriller",6,2020,nm0927296,Ken Wiederhorn
tt0082353,movie,Eyewitness,1981,103,"Crime,Drama,Mystery",6,4022,nm0946811,Peter Yates
tt0082361,movie,The Fan,1982,92,"Drama,Horror,Music",6.6,1059,nm0772905,Eckhart Schmidt
tt0082362,movie,The Fan,1981,95,"Drama,Horror,Thriller",5.7,1803,nm0080601,Ed Bianchi
tt0082367,movie,Fear No Evil,1981,99,Horror,4.5,1093,nm0482486,Frank LaLoggia
tt0082370,movie,The Woman Next Door,1981,106,"Drama,Romance",7.3,6565,nm0000076,François Truffaut
tt0082377,movie,The Final Conflict,1981,108,Horror,5.6,17515,nm0048491,Graham Baker
tt0082378,movie,Final Exam,1981,89,"Horror,Thriller",4.7,2922,nm0404128,Jimmy Huston
tt0082379,movie,The Final Terror,1983,82,Horror,5.2,2338,nm0001112,Andrew Davis
tt0082382,movie,First Monday in October,1981,98,"Comedy,Drama",6.4,1286,nm0623768,Ronald Neame
tt0082398,movie,For Your Eyes Only,1981,127,"Action,Adventure,Thriller",6.8,86674,nm0322515,John Glen
tt0082402,movie,Fort Apache the Bronx,1981,125,"Crime,Drama",6.7,5358,nm0677951,Daniel Petrie
tt0082404,movie,Four Friends,1981,114,"Comedy,Drama",7.1,1659,nm0671957,Arthur Penn
tt0082406,movie,The Fox and the Hound,1981,83,"Adventure,Animation,Drama",7.3,80213,nm0075859,Ted Berman
tt0082407,movie,Fracchia la belva umana,1981,99,"Comedy,Family",6.7,1435,nm0661345,Neri Parenti
tt0082416,movie,The French Lieutenant's Woman,1981,124,"Drama,Romance",7,11352,nm0718554,Karel Reisz
tt0082418,movie,Friday the 13th Part 2,1981,87,"Horror,Mystery,Thriller",6.1,54744,nm0591171,Steve Miner
tt0082425,movie,Full Moon High,1981,93,"Comedy,Fantasy,Horror",4.7,1105,nm0169540,Larry Cohen
tt0082427,movie,The Funhouse,1981,96,Horror,5.9,11455,nm0001361,Tobe Hooper
tt0082431,movie,Galaxy of Terror,1981,81,"Action,Adventure,Horror",5.1,6189,nm0163736,Bruce D. Clark
tt0082432,movie,Gallipoli,1981,110,"Adventure,Drama,History",7.4,35056,nm0001837,Peter Weir
tt0082436,movie,Garde à vue,1981,87,"Crime,Drama,Thriller",7.7,3907,nm0002218,Claude Miller
tt0082449,movie,Ghost Story,1981,110,"Drama,Horror,Thriller",6.3,7124,nm0410139,John Irvin
tt0082464,movie,Goodbye Pork Pie,1980,105,"Action,Adventure,Comedy",6.8,1022,nm0614276,Geoff Murphy
tt0082467,movie,Graduation Day,1981,96,"Horror,Mystery,Thriller",4.8,3149,nm0293113,Herb Freed
tt0082477,movie,Gregory's Girl,1980,91,"Comedy,Drama,Romance",7.1,7136,nm0287025,Bill Forsyth
tt0082479,movie,Antropophagus,1980,92,Horror,5.4,5058,nm0001090,Joe D'Amato
tt0082484,movie,Quest for Fire,1981,100,"Adventure,Drama,History",7.3,19695,nm0000269,Jean-Jacques Annaud
tt0082486,movie,Rubber Tarzan,1981,89,"Drama,Family",6.5,1026,nm0469273,Søren Kragh-Jacobsen
tt0082490,movie,Who Pulled the Plug?,1981,99,Comedy,5.7,3477,nm0412220,Hans Iveberg
tt0082495,movie,Halloween II,1981,92,Horror,6.5,70285,nm0742819,Rick Rosenthal
tt0082497,movie,The Hand,1981,104,"Drama,Horror,Thriller",5.5,5282,nm0000231,Oliver Stone
tt0082498,movie,Happy Birthday to Me,1981,111,"Horror,Mystery,Thriller",6.1,7718,nm0496746,J. Lee Thompson
tt0082507,movie,Heartbeeps,1981,78,"Comedy,Sci-Fi",4.2,1245,nm0035106,Allan Arkush
tt0082509,movie,Heavy Metal,1981,86,"Adventure,Animation,Fantasy",6.7,29636,nm0625166,Barrie Nelson
tt0082511,movie,Hell Night,1981,101,"Horror,Thriller",5.8,5630,nm0221265,Tom DeSimone
tt0082527,movie,X-Ray,1981,89,"Horror,Thriller",5.1,1823,nm0203246,Boaz Davidson
tt0082528,movie,Hot Bubblegum,1981,90,"Comedy,Drama,Romance",5.8,1569,nm0203246,Boaz Davidson
tt0082533,movie,The Howling,1981,91,Horror,6.6,29240,nm0001102,Joe Dante
tt0082537,movie,Humongous,1982,94,"Horror,Mystery,Romance",4.8,1587,nm0528420,Paul Lynch
tt0082558,movie,The Incredible Shrinking Woman,1981,88,"Comedy,Sci-Fi",5.5,4196,nm0001708,Joel Schumacher
tt0082559,movie,Hell of the Living Dead,1980,99,"Horror,Sci-Fi,Thriller",5,4349,nm0559769,Bruno Mattei
tt0082562,movie,Madly in Love,1981,100,"Comedy,Romance",7,2835,nm0144689,Franco Castellano
tt0082592,movie,Just Before Dawn,1981,90,"Horror,Thriller",6.2,4765,nm0006639,Jeff Lieberman
tt0082594,movie,Kaalia,1981,157,"Action,Drama",6.8,1182,nm0025627,Tinnu Anand
tt0082622,movie,Knightriders,1981,146,"Action,Drama",6.3,4137,nm0001681,George A. Romero
tt0082633,movie,Tree of Knowledge,1981,110,Drama,7.2,1443,nm0540295,Nils Malmros
tt0082639,movie,"Ladies and Gentlemen, the Fabulous Stains",1982,87,"Comedy,Drama,Music",6.8,2257,nm0004693,Lou Adler
tt0082640,movie,Lady Chatterley's Lover,1981,104,"Drama,Romance",5.1,2302,nm0415333,Just Jaeckin
tt0082644,movie,Laawaris,1981,189,"Action,Drama,Musical",7.1,2033,nm0576488,Prakash Mehra
tt0082648,movie,The Legend of the Lone Ranger,1981,98,"Action,Adventure,Western",5.1,1716,nm0005710,William A. Fraker
tt0082661,movie,Lili Marleen,1981,120,"Drama,Music,Romance",7.2,3410,nm0001202,Rainer Werner Fassbinder
tt0082666,movie,"Ljubi, ljubi, al' glavu ne gubi",1981,90,"Comedy,Romance",7.1,1030,nm0129970,Zoran Calic
tt0082671,movie,Lola,1981,115,"Drama,Romance",7.5,4789,nm0001202,Rainer Werner Fassbinder
tt0082677,movie,Looker,1981,93,"Drama,Sci-Fi,Thriller",6.1,4422,nm0000341,Michael Crichton
tt0082679,movie,"The Looney, Looney, Looney Bugs Bunny Movie",1981,79,"Animation,Comedy,Crime",7.2,1950,nm0293989,Friz Freleng
tt0082694,movie,Mad Max 2: The Road Warrior,1981,96,"Action,Adventure,Sci-Fi",7.6,159233,nm0004306,George Miller
tt0082696,movie,Madman,1981,88,"Horror,Thriller",5.3,4590,nm0316311,Joe Giannone
tt0082700,movie,Cannibal Ferox,1981,93,"Adventure,Horror",5.2,8570,nm0502391,Umberto Lenzi
tt0082714,movie,Il marchese del Grillo,1981,135,"Comedy,History",7.8,2818,nm0598102,Mario Monicelli
tt0082729,movie,Time Stands Still,1982,103,Drama,7.7,1106,nm0331797,Péter Gothár
tt0082736,movie,Mephisto,1981,144,Drama,7.8,8881,nm0843640,István Szabó
tt0082748,movie,Pieces,1982,85,"Horror,Mystery,Thriller",6.2,7804,nm0685034,Juan Piquer Simón
tt0082755,movie,Teddy Bear,1981,111,Comedy,8.2,4940,nm0054402,Stanislaw Bareja
tt0082763,movie,Modern Problems,1981,93,"Comedy,Fantasy,Sci-Fi",5.1,4669,nm0788553,Ken Shapiro
tt0082766,movie,Mommie Dearest,1981,129,"Biography,Drama",6.7,13516,nm0675068,Frank Perry
tt0082770,movie,Montenegro,1981,96,"Comedy,Drama",6.7,1809,nm0538445,Dusan Makavejev
tt0082776,movie,Ms .45,1981,80,"Crime,Drama,Thriller",6.8,7817,nm0001206,Abel Ferrara
tt0082782,movie,My Bloody Valentine,1981,90,"Horror,Mystery,Thriller",6.3,16497,nm0586198,George Mihalka
tt0082783,movie,My Dinner with Andre,1981,110,"Biography,Comedy,Drama",7.8,16305,nm0001501,Louis Malle
tt0082797,movie,Naseeb,1981,197,"Action,Musical,Romance",7.1,1376,nm0220828,Manmohan Desai
tt0082801,movie,Neighbors,1981,94,Comedy,5.6,7105,nm0000814,John G. Avildsen
tt0082804,movie,The Nesting,1981,103,Horror,4.8,1016,nm0922913,Armand Weston
tt0082806,movie,New Year's Evil,1980,85,"Horror,Thriller",4.8,2360,nm0022581,Emmett Alston
tt0082810,movie,Night Crossing,1982,107,"Drama,Family,History",6.4,1175,nm0542720,Delbert Mann
tt0082812,movie,Night School,1981,88,"Horror,Mystery,Thriller",5.5,2110,nm0400731,Ken Hughes
tt0082813,movie,"Butcher, Baker, Nightmare Maker",1981,96,"Horror,Mystery,Thriller",6.4,1965,nm0038906,William Asher
tt0082817,movie,Nighthawks,1981,99,"Action,Crime,Thriller",6.4,16165,nm0540330,Bruce Malmuth
tt0082818,movie,Nightmare,1981,97,Horror,5.7,3124,nm0769349,Romano Scavolini
tt0082835,movie,Buddy Goes West,1981,90,"Comedy,Western",6.6,2713,nm0526971,Michele Lupo
tt0082842,movie,Olsen-banden over alle bjerge!,1981,100,"Comedy,Crime,Family",6.9,1348,nm0050853,Erik Balling
tt0082843,movie,Olsen-bandens flugt - over plankeværket,1981,100,"Comedy,Crime,Family",6.8,1229,nm0050853,Erik Balling
tt0082846,movie,On Golden Pond,1981,109,Drama,7.6,26203,nm0753073,Mark Rydell
tt0082853,movie,Only When I Laugh,1981,120,"Comedy,Drama",6.4,1139,nm0429958,Glenn Jordan
tt0082869,movie,Outland,1981,109,"Action,Crime,Sci-Fi",6.6,25808,nm0001382,Peter Hyams
tt0082894,movie,Pennies from Heaven,1981,108,"Drama,Musical,Romance",6.5,4962,nm0006889,Herbert Ross
tt0082910,movie,Piranha II: The Spawning,1981,94,"Drama,Horror,Romance",3.7,7280,nm0000116,James Cameron
tt0082912,movie,Pixote,1981,128,"Crime,Drama",7.9,6178,nm0002199,Hector Babenco
tt0082924,movie,Super Fuzz,1980,97,"Action,Comedy,Fantasy",6.4,6324,nm0179281,Sergio Corbucci
tt0082926,movie,Polyester,1981,86,Comedy,7,6632,nm0000691,John Waters
tt0082933,movie,Possession,1981,124,"Drama,Horror",7.4,22183,nm0958558,Andrzej Zulawski
tt0082934,movie,The Postman Always Rings Twice,1981,122,"Crime,Drama,Romance",6.6,20480,nm0706182,Bob Rafelson
tt0082945,movie,Prince of the City,1981,167,"Crime,Drama",7.5,6710,nm0001486,Sidney Lumet
tt0082948,movie,Private Lessons,1981,87,Comedy,5.2,3130,nm0002887,Alan Myerson
tt0082949,movie,The Professional,1981,108,"Action,Crime,Drama",7.6,12150,nm0491626,Georges Lautner
tt0082951,movie,The Prowler,1981,89,"Horror,Mystery,Thriller",6.1,8747,nm0957263,Joseph Zito
tt0082956,movie,Puberty Blues,1981,87,"Comedy,Drama",5.8,1055,nm0000915,Bruce Beresford
tt0082958,movie,The Pursuit of D.B. Cooper,1981,100,"Adventure,Crime,Thriller",5.6,1000,nm0006854,Roger Spottiswoode
tt0082964,movie,Quartet,1981,101,"Drama,Romance",6.4,1118,nm0412465,James Ivory
tt0082966,movie,The House by the Cemetery,1981,86,Horror,6.2,11661,nm0002086,Lucio Fulci
tt0082969,movie,Raggedy Man,1981,94,Drama,6.8,1317,nm0279926,Jack Fisk
tt0082970,movie,Ragtime,1981,155,Drama,7.3,8340,nm0001232,Milos Forman
tt0082971,movie,Raiders of the Lost Ark,1981,115,"Action,Adventure",8.4,841557,nm0000229,Steven Spielberg
tt0082973,movie,Rasmus på luffen,1981,105,"Adventure,Drama,Family",6.7,1979,nm0375224,Olle Hellbom
tt0082992,movie,Rich and Famous,1981,117,Drama,5.9,1461,nm0002030,George Cukor
tt0083000,movie,Road Games,1981,101,"Mystery,Thriller",6.6,4636,nm0002207,Richard Franklin
tt0083004,movie,Family Relations,1982,98,"Comedy,Drama",7.6,1140,nm0586482,Nikita Mikhalkov
tt0083006,movie,Rollover,1981,116,"Drama,Mystery,Romance",5.4,1023,nm0001587,Alan J. Pakula
tt0083015,movie,S.O.B.,1981,122,"Comedy,Drama",6.4,5200,nm0001175,Blake Edwards
tt0083033,movie,Saturday the 14th,1981,75,"Comedy,Fantasy,Horror",4.7,3219,nm0169438,Howard R. Cohen
tt0083053,movie,Gauche the Cellist,1982,60,"Animation,Fantasy,Music",7,1240,nm0847223,Isao Takahata
tt0083067,movie,Shock Treatment,1981,94,"Comedy,Musical",5.8,4289,nm0788940,Jim Sharman
tt0083081,movie,Silsila,1981,182,"Drama,Family,Romance",7.4,2369,nm0007181,Yash Chopra
tt0083089,movie,Do You Remember Dolly Bell?,1981,110,"Comedy,Drama,Romance",7.7,5367,nm0001437,Emir Kusturica
tt0083107,movie,Some Kind of Hero,1982,97,"Comedy,Crime,Drama",5.8,1222,nm0696309,Michael Pressman
tt0083109,movie,The Cabbage Soup,1981,98,"Comedy,Sci-Fi",6.5,7039,nm0320833,Jean Girault
tt0083110,movie,Les sous-doués en vacances,1982,95,"Comedy,Music,Romance",4.8,1246,nm0956022,Claude Zidi
tt0083111,movie,Southern Comfort,1981,106,"Action,Thriller",7.2,15219,nm0001353,Walter Hill
tt0083113,movie,Sphinx,1981,118,"Adventure,Mystery,Thriller",5.2,1096,nm0769874,Franklin J. Schaffner
tt0083131,movie,Stripes,1981,106,"Comedy,War",6.9,61596,nm0718645,Ivan Reitman
tt0083133,movie,Student Bodies,1981,86,"Comedy,Horror,Mystery",5.6,4152,nm0741582,Mickey Rose
tt0083146,movie,Sweet Sixteen,1983,90,"Horror,Thriller",5.2,1245,nm0815634,Jim Sotos
tt0083156,movie,Bloody Moon,1981,90,"Horror,Mystery,Thriller",5.3,1787,nm0001238,Jesús Franco
tt0083162,movie,The Mysterious Castle in the Carpathians,1981,97,"Adventure,Comedy,Fantasy",7.5,1053,nm0513792,Oldrich Lipský
tt0083169,movie,Taps,1981,126,Drama,6.8,15874,nm0000887,Harold Becker
tt0083170,movie,Tarzan the Ape Man,1981,115,"Adventure,Drama",3.4,4966,nm0001135,John Derek
tt0083189,movie,They All Laughed,1981,115,"Comedy,Romance",6.4,2103,nm0000953,Peter Bogdanovich
tt0083190,movie,Thief,1981,123,"Action,Crime,Drama",7.4,22908,nm0000520,Michael Mann
tt0083193,movie,This Is Elvis,1981,101,"Biography,Music",7.5,1073,nm0502422,Malcolm Leo
tt0083226,movie,Three Brothers,1981,113,Drama,7.2,1324,nm0742940,Francesco Rosi
tt0083232,movie,True Confessions,1981,108,"Crime,Drama",6.3,6854,nm0343260,Ulu Grosbard
tt0083254,movie,Under the Rainbow,1981,98,Comedy,5.4,2469,nm0711114,Steve Rash
tt0083260,movie,Bolero,1981,184,"Drama,Music",7.4,2272,nm0500988,Claude Lelouch
tt0083261,movie,The Unseen,1980,89,"Horror,Thriller",5.3,1407,nm0826164,Danny Steinmann
tt0083271,movie,Vabank,1981,108,"Comedy,Crime",7.9,3598,nm0532702,Juliusz Machulski
tt0083275,movie,Variola Vera,1982,110,"Drama,History,Horror",8.1,1891,nm0548648,Goran Markovic
tt0083276,movie,Beware of the Jönsson Gang,1981,89,"Comedy,Crime",6.2,3185,nm0180260,Jonas Cornell
tt0083281,movie,"Vernon, Florida",1981,55,"Comedy,Documentary",7.1,2884,nm0001554,Errol Morris
tt0083284,movie,Victory,1981,116,"Drama,Sport,War",6.7,25994,nm0001379,John Huston
tt0083287,movie,"Viens chez moi, j'habite chez une copine",1981,85,Comedy,6.3,1138,nm0496312,Patrice Leconte
tt0083296,movie,Visiting Hours,1982,105,"Horror,Thriller",5.7,3442,nm0520440,Jean-Claude Lord
tt0083326,movie,Whose Life Is It Anyway?,1981,119,Drama,7.3,2514,nm0000824,John Badham
tt0083336,movie,Wolfen,1981,115,"Horror,Thriller",6.3,8534,nm0905579,Michael Wadleigh
tt0083349,movie,Yaarana,1981,138,"Action,Comedy,Drama",7.1,1462,nm0474859,Rakesh Kumar
tt0083366,movie,Zorro: The Gay Blade,1981,93,"Action,Adventure,Comedy",6.2,3873,nm0575389,Peter Medak
tt0083449,movie,The Missionary,1982,90,Comedy,6.2,1959,nm0518644,Richard Loncraine
tt0083511,movie,48 Hrs.,1982,96,"Action,Comedy,Crime",6.9,65397,nm0001353,Walter Hill
tt0083530,movie,Airplane II: The Sequel,1982,85,"Comedy,Sci-Fi",6.2,46586,nm0277946,Ken Finkleman
tt0083542,movie,Alone in the Dark,1982,92,"Horror,Thriller",6.1,4240,nm0794791,Jack Sholder
tt0083549,movie,All My Friends Part 2,1982,127,"Comedy,Drama",7.7,2561,nm0598102,Mario Monicelli
tt0083550,movie,Amityville II: The Possession,1982,104,Horror,5.5,9565,nm0198765,Damiano Damiani
tt0083557,movie,Android,1982,80,Sci-Fi,5.8,2195,nm0003497,Aaron Lipstadt
tt0083564,movie,Annie,1982,126,"Comedy,Drama,Family",6.6,37909,nm0001379,John Huston
tt0083578,movie,Arth,1982,138,"Drama,Romance",8,1138,nm0080315,Mahesh Bhatt
tt0083580,movie,Ace of Aces,1982,100,"Adventure,Comedy,Sport",6.6,2839,nm0653620,Gérard Oury
tt0083590,movie,The Atomic Cafe,1982,86,"Documentary,History",7.6,3772,nm0516363,Jayne Loader
tt0083591,movie,Attack Force Z,1981,93,"Action,Drama,History",5.6,2050,nm0123364,Tim Burstall
tt0083598,movie,Author! Author!,1982,110,"Comedy,Drama,Family",6.2,4813,nm0002137,Arthur Hiller
tt0083611,movie,La balance,1982,103,"Crime,Drama,Romance",6.6,1017,nm0841456,Bob Swaim
tt0083618,movie,Banzaï,1983,102,"Adventure,Comedy",5.9,1410,nm0956022,Claude Zidi
tt0083619,movie,Barbarosa,1982,90,Western,6.4,1360,nm0770961,Fred Schepisi
tt0083624,movie,Basket Case,1982,91,"Comedy,Horror",6.2,15153,nm0376963,Frank Henenlotter
tt0083628,movie,The Beach Girls,1982,91,Comedy,5,1317,nm0870094,Bud Townsend
tt0083629,movie,The Beast Within,1982,98,Horror,5.6,3220,nm0602333,Philippe Mora
tt0083630,movie,The Beastmaster,1982,118,"Action,Adventure,Fantasy",6.2,19127,nm0181741,Don Coscarelli
tt0083641,movie,Best Friends,1982,116,"Comedy,Drama,Romance",5.4,2373,nm0422484,Norman Jewison
tt0083642,movie,The Best Little Whorehouse in Texas,1982,114,"Comedy,Musical",5.9,9395,nm0383359,Colin Higgins
tt0083655,movie,Bingo Bongo,1982,102,"Comedy,Family",6.1,1549,nm0275269,Pasquale Festa Campanile
tt0083658,movie,Blade Runner,1982,117,"Action,Sci-Fi,Thriller",8.1,655743,nm0000631,Ridley Scott
tt0083661,movie,Bloodtide,1982,97,"Adventure,Horror",3.7,1033,nm0420135,Richard Jefferies
tt0083675,movie,Bomber,1982,101,"Action,Comedy,Crime",6.4,3502,nm0526971,Michele Lupo
tt0083678,movie,The Border,1982,108,"Crime,Drama,Western",6.4,5606,nm0724798,Tony Richardson
tt0083686,movie,The Party 2,1982,109,"Comedy,Drama,Family",6.2,3914,nm0684509,Claude Pinoteau
tt0083693,movie,Brimstone & Treacle,1982,87,"Drama,Thriller",6.4,1305,nm0518644,Richard Loncraine
tt0083694,movie,Britannia Hospital,1982,116,"Comedy,Sci-Fi",6.3,2185,nm0000755,Lindsay Anderson
tt0083701,movie,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,74,"Adventure,Animation,Comedy",7.1,1640,nm0293989,Friz Freleng
tt0083702,movie,Burden of Dreams,1982,95,Documentary,7.9,5916,nm0087511,Les Blank
tt0083715,movie,Thieves and Robbers,1983,101,"Comedy,Crime",5.8,1493,nm0179278,Bruno Corbucci
tt0083717,movie,Cannery Row,1982,120,"Comedy,Drama,Romance",6.7,3220,nm0911486,David S. Ward
tt0083722,movie,Cat People,1982,118,"Fantasy,Horror,Thriller",6.2,18242,nm0001707,Paul Schrader
tt0083726,movie,The Challenge,1982,113,"Action,Drama",6.3,1812,nm0001239,John Frankenheimer
tt0083739,movie,Class of 1984,1982,98,"Action,Crime,Drama",6.6,8887,nm0504495,Mark L. Lester
tt0083745,movie,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982,109,"Comedy,Drama",7.2,3809,nm0000265,Robert Altman
tt0083767,movie,Creepshow,1982,120,"Comedy,Fantasy,Horror",6.9,39765,nm0001681,George A. Romero
tt0083789,movie,Danton,1983,136,"Biography,Drama,History",7.5,5959,nm0906667,Andrzej Wajda
tt0083801,movie,Deadly Eyes,1982,87,"Horror,Sci-Fi,Thriller",4.8,1043,nm0167195,Robert Clouse
tt0083805,movie,Death Valley,1982,87,"Crime,Horror,Thriller",5.5,1299,nm0724059,Dick Richards
tt0083806,movie,Deathtrap,1982,116,"Comedy,Crime,Mystery",7,11202,nm0001486,Sidney Lumet
tt0083833,movie,Diner,1982,110,"Comedy,Drama",7.1,17798,nm0001469,Barry Levinson
tt0083851,movie,The Draughtsman's Contract,1982,108,"Comedy,Drama,History",7.3,8576,nm0000425,Peter Greenaway
tt0083866,movie,E.T. the Extra-Terrestrial,1982,115,"Family,Sci-Fi",7.8,351311,nm0000229,Steven Spielberg
tt0083871,movie,Eccezzziunale... veramente,1982,95,"Comedy,Sport",6.5,1136,nm0889402,Carlo Vanzina
tt0083891,movie,Enigma,1982,122,"Drama,Thriller",5.9,1128,nm0844358,Jeannot Szwarc
tt0083906,movie,Eureka,1983,130,"Drama,Thriller",6,2760,nm0001676,Nicolas Roeg
tt0083907,movie,The Evil Dead,1981,85,Horror,7.5,177007,nm0000600,Sam Raimi
tt0083908,movie,Evil Under the Sun,1982,117,"Crime,Drama,Mystery",7.1,12792,nm0357891,Guy Hamilton
tt0083922,movie,Fanny and Alexander,1982,188,Drama,8.1,53859,nm0000005,Ingmar Bergman
tt0083929,movie,Fast Times at Ridgemont High,1982,90,"Comedy,Drama",7.2,88172,nm0002132,Amy Heckerling
tt0083931,movie,Son of the White Mare,1981,81,"Adventure,Animation,Fantasy",7.9,1191,nm0417757,Marcell Jankovics
tt0083941,movie,The Final Option,1982,125,"Action,Thriller",6.3,2663,nm0789054,Ian Sharp
tt0083944,movie,First Blood,1982,93,"Action,Adventure",7.7,214719,nm0467646,Ted Kotcheff
tt0083946,movie,Fitzcarraldo,1982,158,"Adventure,Drama",8.1,28921,nm0001348,Werner Herzog
tt0083959,movie,Forbidden World,1982,77,"Horror,Sci-Fi",5.2,3712,nm0392833,Allan Holzman
tt0083960,movie,Forced Vengeance,1982,90,"Action,Adventure,Crime",5.7,2597,nm0267309,James Fargo
tt0083967,movie,Frances,1982,140,"Biography,Drama,Romance",7.4,6608,nm0166625,Graeme Clifford
tt0083972,movie,Friday the 13th Part III,1982,95,"Horror,Thriller",5.7,44045,nm0591171,Steve Miner
tt0083976,movie,Funeral Home,1980,93,"Horror,Thriller",5.2,1155,nm0296651,William Fruet
tt0083987,movie,Gandhi,1982,191,"Biography,Drama,History",8,211459,nm0000277,Richard Attenborough
tt0083996,movie,The Troops & Troop-ettes,1982,102,"Adventure,Comedy,Crime",6.2,6391,nm0320833,Jean Girault
tt0084021,movie,Grease 2,1982,115,"Comedy,Drama,Musical",4.4,31261,nm0083279,Patricia Birch
tt0084028,movie,Absurd,1981,96,Horror,5.4,2223,nm0001090,Joe D'Amato
tt0084049,movie,Hanky Panky,1982,110,"Action,Comedy,Crime",5.6,2266,nm0001627,Sidney Poitier
tt0084058,movie,Heat and Dust,1983,130,"Drama,Romance",6.6,1470,nm0412465,James Ivory
tt0084090,movie,Inseminoid,1981,93,"Horror,Sci-Fi",3.9,2645,nm0912981,Norman J. Warren
tt0084112,movie,"I, the Jury",1982,111,"Crime,Drama,Mystery",6,1356,nm0373612,Richard T. Heffron
tt0084116,movie,Identification of a Woman,1982,130,"Drama,Romance",6.7,2458,nm0000774,Michelangelo Antonioni
tt0084133,movie,The Incubus,1981,93,"Horror,Thriller",5.4,1920,nm0396421,John Hough
tt0084171,movie,Jekyll and Hyde... Together Again,1982,87,"Comedy,Music,Sci-Fi",6.3,1064,nm0069547,Jerry Belson
tt0084189,movie,The Jönsson Gang & Dynamite Harry,1982,106,"Comedy,Crime,Thriller",6.1,3016,nm0252484,Mikael Ekman
tt0084210,movie,Kiss Me Goodbye,1982,101,"Comedy,Fantasy,Romance",6.1,1806,nm0612322,Robert Mulligan
tt0084228,movie,Labyrinth of Passion,1982,100,"Comedy,Drama,Romance",6.2,3600,nm0000264,Pedro Almodóvar
tt0084234,movie,The Last American Virgin,1982,92,"Comedy,Drama,Romance",6.3,7452,nm0203246,Boaz Davidson
tt0084237,movie,The Last Unicorn,1982,92,"Adventure,Animation,Drama",7.5,23240,nm0060072,Jules Bass
tt0084267,movie,Ninja in the Dragon's Den,1982,95,"Action,Comedy",7.4,1613,nm0477035,Corey Yuen
tt0084293,movie,Making Love,1982,113,Drama,6.8,2317,nm0002137,Arthur Hiller
tt0084296,movie,The Man from Snowy River,1982,102,"Adventure,Drama,Romance",7.3,7515,nm0004305,George Miller
tt0084298,movie,Manhattan Baby,1982,89,Horror,4.9,2147,nm0002086,Lucio Fulci
tt0084302,movie,The Marathon Family,1982,92,"Comedy,Drama",9,13555,nm0797672,Slobodan Sijan
tt0084315,movie,Time Masters,1982,78,"Adventure,Animation,Sci-Fi",7.5,4802,nm0482537,René Laloux
tt0084316,movie,Megaforce,1982,99,"Action,Sci-Fi",3.8,3112,nm0624102,Hal Needham
tt0084335,movie,Missing,1982,122,"Biography,Drama,History",7.7,17309,nm0002020,Costa-Gavras
tt0084345,movie,My Friend Ivan Lapshin,1985,100,Drama,7.7,1889,nm0314516,Aleksey German
tt0084352,movie,Monty Python Live at the Hollywood Bowl,1982,77,"Comedy,Documentary,Musical",7.9,12893,nm0400958,Terry Hughes
tt0084354,movie,Moonlighting,1982,97,Drama,7.5,2474,nm0804592,Jerzy Skolimowski
tt0084357,movie,The Living Dead Girl,1982,86,Horror,5.8,1796,nm0210811,Jean Rollin
tt0084358,movie,Deadly Circuit,1983,120,"Crime,Mystery,Romance",7.2,2117,nm0002218,Claude Miller
tt0084359,movie,Mother Lode,1982,101,"Adventure,Mystery,Thriller",6,1100,nm0381699,Fraser C. Heston
tt0084370,movie,My Favorite Year,1982,92,"Comedy,Drama",7.4,8290,nm0000907,Richard Benjamin
tt0084385,movie,Namak Halaal,1982,171,"Action,Comedy,Drama",7.4,2122,nm0576488,Prakash Mehra
